Key;NIBE Default;Intervall;Disabled;Device;Subdevice;Enum;Writeable;Comment;Relevant;Titel;Re­gister­typ;Re­gister;Divi­sions­faktor;Ein­heit;Vari­ablen­größe;Mindest­wert;Höchst­wert;Stan­dard­wert
i01124;;;X;VVM;SYS;;;? Dauerwert=2;yes;Aktive Wärmepumpen;MODBUS_INPUT_REGISTER;1124;1;;u16;0;0;0
i01125;;;X;VVM;SYS;;;;yes;Funktionalität Wärmepumpe (EP15);MODBUS_INPUT_REGISTER;1125;1;;u32;0;0;0
i01129;;;;VVM;BW;;;;yes;Betriebsmodus Brauchwasserkomfort;MODBUS_INPUT_REGISTER;1129;1;;u8;0;0;0
i01130;;;;VVM;BW;;;;yes;Betriebsmodus Brauchwasserkomfort Zusatzheizung;MODBUS_INPUT_REGISTER;1130;1;;u8;0;0;0
i01132;;;;VVM;SYS;"{""0"": ""off"", ""*"": ""on"" }";;;yes;Blockiert;MODBUS_INPUT_REGISTER;1132;1;;u8;0;0;0
i01134;;;;;;;;;no;Pool 1 (QN19);MODBUS_INPUT_REGISTER;1134;1;;u8;0;0;0
i01451;;;X;S2125;SYS;;;;yes;Version (EB101);MODBUS_INPUT_REGISTER;1451;1;;u16;0;0;0
i01452;;;X;S2125;SYS;;;;yes;Wärmepumpentyp (EB101);MODBUS_INPUT_REGISTER;1452;1;;u8;0;0;0
i01453;;;X;S2125;SYS;;;;yes;Verdichtergröße (EB101);MODBUS_INPUT_REGISTER;1453;1;;u8;0;0;0
i01475;X;;;S2125;WP;;;;yes;Rücklauf (EB101-BT3);MODBUS_INPUT_REGISTER;1475;10;°C;s16;0;0;0
i01478;X;;;S2125;WP;;;;yes;Vorlauf (EB101-BT12);MODBUS_INPUT_REGISTER;1478;10;°C;s16;0;0;0
i01479;X;;;S2125;KWM;;;;yes;Heißgas (EB101-BT14);MODBUS_INPUT_REGISTER;1479;10;°C;s16;0;0;0
i01480;X;;;S2125;KWM;;;;yes;Flüssigkeitsleitung (EB101-BT15);MODBUS_INPUT_REGISTER;1480;10;°C;s16;0;0;0
i01481;X;;;S2125;KWM;;;;yes;Sauggas (EB101-BT17);MODBUS_INPUT_REGISTER;1481;10;°C;s16;0;0;0
i01484;;;;S2125;KWM;;;;yes;Verdichterstatus (EB101);MODBUS_INPUT_REGISTER;1484;1;;u8;0;0;0
i01485;;;;S2125;KWM;;;;yes;Verdichter, Zeit bis Start (EB101-EP14);MODBUS_INPUT_REGISTER;1485;1;min;u8;0;0;0
i01489;;;;S2125;KWM;;;;yes;Verdichter, Anzahl Starts (EB101-EP14);MODBUS_INPUT_REGISTER;1489;1;;u32;0;2147483647;0
i01491;;;;S2125;KWM;;;;yes;Verdichter, Gesamtbetriebszeit (EB101-EP14);MODBUS_INPUT_REGISTER;1491;1;h;u32;0;2147483647;0
i01493;;;;S2125;KWM;;;;yes;Verdichter, Betriebszeit Brauchwasser (EB101-EP14);MODBUS_INPUT_REGISTER;1493;1;h;u32;0;2147483647;0
i01495;;;;S2125;SYS;;;;yes;Alarmnummer (EB101-EP14);MODBUS_INPUT_REGISTER;1495;1;;u16;0;0;0
i01497;;;;;;;;;no;Wärmepumpentyp (EB100);MODBUS_INPUT_REGISTER;1497;1;;u8;0;0;0
i01498;;;;;;;;;no;Verdichtergröße (EB100);MODBUS_INPUT_REGISTER;1498;1;;u8;0;0;0
i01556;;;;S2125;KWM;;;;yes;Verdichter, angefordert (EB101-EP14);MODBUS_INPUT_REGISTER;1556;1;;u8;0;0;0
i01559;;;;;;;;;no;Kühlung Blockierung;MODBUS_INPUT_REGISTER;1559;1;;u8;0;0;0
i01561;;;;;;;;;?;Datum periodisches Brauchwasser;MODBUS_INPUT_REGISTER;1561;1;;-;-;-;-
i01575;;;;ENERGY;BW;;;;yes;Brauchwasser, einschl. interner ZH;MODBUS_INPUT_REGISTER;1575;10;kWh;u32;0;0;0
i01577;;;;ENERGY;HZ;;;;yes;Heizung, einschl. interner ZH;MODBUS_INPUT_REGISTER;1577;10;kWh;u32;0;0;0
i01583;;;;ENERGY;BW;;;;yes;Brauchwasser, nur Verdichter;MODBUS_INPUT_REGISTER;1583;10;kWh;u32;0;0;0
i01585;;;;ENERGY;HZ;;;;yes;Heizung, nur Verdichter;MODBUS_INPUT_REGISTER;1585;10;kWh;u32;0;0;0
i01621;X;;;S2125;AUSSEN;;;;yes;Außenlufttemperatur (EB101-BT28);MODBUS_INPUT_REGISTER;1621;10;°C;s16;0;0;0
i01622;X;;;S2125;KWM;;;;yes;Verdampfer (EB101-BT16);MODBUS_INPUT_REGISTER;1622;10;°C;s16;0;0;0
i01636;X;;;VVM;HZ;;;;yes;Drehzahl Heizungsumwälzpumpe (GP1);MODBUS_INPUT_REGISTER;1636;1;%;u8;0;0;0
i01637;;;;;;;;;no;id:2793;MODBUS_INPUT_REGISTER;1637;1;%;u8;0;0;0
i01638;;;;VVM;SYS;;;;yes;Frostschutz Wärmeübertrager Wärmepumpe 1;MODBUS_INPUT_REGISTER;1638;1;;u8;0;0;0
i01693;;;;;;;;;no;Betriebsmodus externe Zusatzheizung;MODBUS_INPUT_REGISTER;1693;1;;u8;0;0;0
i01694;;;;;;;;;no;Angeschlossene Verdichter Kühlung;MODBUS_INPUT_REGISTER;1694;1;;u8;0;0;0
i01800;;;;;;;;;no;BP4, unbearbeitet (EB101-EP14);MODBUS_INPUT_REGISTER;1800;1;;s16;0;0;0
i01802;X;;;S2125;KWM;;;;yes;Niederdruck (EB101-BP8);MODBUS_INPUT_REGISTER;1802;10;bar;s16;0;0;0
i01803;X;;;S2125;KWM;;;;yes;Aktuelle Verdichterfrequenz (EB101);MODBUS_INPUT_REGISTER;1803;10;Hz;s16;0;0;0
i01804;X;;;S2125;SYS;;;;yes;Schutzmodus (EB101);MODBUS_INPUT_REGISTER;1804;1;;u16;0;0;0
i01805;;;;S2125;ENTEIS;"{""0"": ""off"", ""1"": ""active"", ""2"": ""passive"" }";;"0 - off
1 - active
2 - passive";yes;Enteisung (EB101);MODBUS_INPUT_REGISTER;1805;1;;u8;0;0;0
i01806;;;;S2125;SYS;;;;yes;Leistung (EB101-EP14);MODBUS_INPUT_REGISTER;1806;1;kW;u8;0;0;0
i01822;;;;;;;;;?;Interne Ladepumpe (GP12);MODBUS_INPUT_REGISTER;1822;1;;u8;0;0;0
i01823;;;;;;;;;no;Klimatisierungssystem 4;MODBUS_INPUT_REGISTER;1823;1;;u8;0;0;0
i01824;;;;;;;;;no;Klimatisierungssystem 3;MODBUS_INPUT_REGISTER;1824;1;;u8;0;0;0
i01825;;;;VVM;HZ_FBH;"{""0"": ""off"", ""*"": ""on"" }";;"0 - off
1 - on";yes;Klimatisierungssystem 2;MODBUS_INPUT_REGISTER;1825;1;;u8;0;0;0
i01826;;;;;;;;;?;Klimatisierungssystem 1 (VBP);MODBUS_INPUT_REGISTER;1826;1;;u8;0;0;0
i01828;;;;;;;;;no;Pool 1 Pumpenstatus;MODBUS_INPUT_REGISTER;1828;1;;u8;0;0;0
i01854;X;;;S2125;KWM;;;;yes;Angeforderte Verdichterfrequenz (EB101);MODBUS_INPUT_REGISTER;1854;1;Hz;u8;0;0;0
i01902;;;;S2125;KWM;;;;yes;Niederdrucksensor, unbearbeitet (EB101-EP14);MODBUS_INPUT_REGISTER;1902;1;;s16;0;0;0
i01903;;;;ENERGY;KWM;;;;yes;Aktueller Sensor (EB101-EP14);MODBUS_INPUT_REGISTER;1903;10;A;s16;0;0;0
i01911;;;;;;;;;no;Betriebsmodus (SG Ready);MODBUS_INPUT_REGISTER;1911;1;;u8;0;0;0
i01912;;;;;;;;;no;SG ready, Eingang A;MODBUS_INPUT_REGISTER;1912;1;;u8;0;0;0
i01913;;;;;;;;;no;SG ready, Eingang B;MODBUS_INPUT_REGISTER;1913;1;;u8;0;0;0
i01915;;;;;;;;;no;Brauchwasser Komfortmodus (SPA);MODBUS_INPUT_REGISTER;1915;1;;s8;0;0;0
i01916;;;;;;;;;no;Verschiebung Pool (SPA);MODBUS_INPUT_REGISTER;1916;1;;s8;0;0;0
i01917;;;;;;;;;no;Verschiebung Kühlkurve (SPA);MODBUS_INPUT_REGISTER;1917;1;;s8;0;0;0
i01918;;;;;;;;;no;Betriebsmodus (Smart Price Adaption);MODBUS_INPUT_REGISTER;1918;1;;u8;0;0;0
i01966;X;;;;;;;;no;Verdampfer 2 (EB101-EP14-BT16);MODBUS_INPUT_REGISTER;1966;10;°C;s16;0;0;0
i01967;;;;S2125;KWM;;;;yes;Temperatur, Wechselrichter (EB101-EP14);MODBUS_INPUT_REGISTER;1967;10;°C;s16;0;0;0
i01968;;;;;;;;;no;Ventilatordrehzahl (EB101-EP14);MODBUS_INPUT_REGISTER;1968;1;;u8;0;0;0
i01969;;;;;;;;;no;Verdampfer 2 (EB100-EP15-BT16);MODBUS_INPUT_REGISTER;1969;10;°C;s16;0;0;0
i01970;;;;;;;;;no;Temperatur, Wechselrichter (EB100-EP15);MODBUS_INPUT_REGISTER;1970;10;°C;s16;0;0;0
i01971;;;;;;;;;no;Ventilatordrehzahl (EB100-EP15);MODBUS_INPUT_REGISTER;1971;1;;u8;0;0;0
i01972;;;;;;;;;no;Verdampfer 2 (EB100-EP14-BT16);MODBUS_INPUT_REGISTER;1972;10;°C;s16;0;0;0
i01973;;;;;;;;;no;Temperatur, Wechselrichter (EB100-EP14);MODBUS_INPUT_REGISTER;1973;10;°C;s16;0;0;0
i01974;;;;;;;;;no;Ventilatordrehzahl (EB100-EP14);MODBUS_INPUT_REGISTER;1974;1;;u8;0;0;0
i01975;X;;;VVM;SYS;;;;yes;Alarmnummer;MODBUS_INPUT_REGISTER;1975;1;;s16;0;0;0
i01976;X;;;VVM;SYS;;;;yes;Nicht modulspezifische Alarmnummern;MODBUS_INPUT_REGISTER;1976;1;;s16;0;0;0
i01977;;;;;;;;;no;Bodentrocknung Dauer.;MODBUS_INPUT_REGISTER;1977;1;;u16;0;10000;0
i01993;;;;;;;;;no;id:6028;MODBUS_INPUT_REGISTER;1993;1;;u8;0;0;0
i01994;;;;;;;;;no;id:6029;MODBUS_INPUT_REGISTER;1994;1;;u16;0;0;0
i02004;;;;;;;;;no;id:6756;MODBUS_INPUT_REGISTER;2004;10;%RH;s16;0;0;0
i02005;;;;;;;;;no;id:6757;MODBUS_INPUT_REGISTER;2005;10;%RH;s16;0;0;0
i02006;;;;;;;;;no;id:6758;MODBUS_INPUT_REGISTER;2006;10;%RH;s16;0;0;0
i02014;X;;;VVM;BW;;;;yes;Brauchwasser Start (BT5);MODBUS_INPUT_REGISTER;2014;10;°C;s16;0;0;0
i02147;;;;S2125;SYS;;;;yes;Version Inverter (EB101);MODBUS_INPUT_REGISTER;2147;1;;u8;0;0;0
i02158;;;;;;;;;?;Letzte Enteisung Wärmepumpe 1;MODBUS_INPUT_REGISTER;2158;1;;u8;0;255;255
i02168;;;;;;;;;no;Ventilatormodus 5;MODBUS_INPUT_REGISTER;2168;1;%;u8;0;0;0
i02169;;;;;;;;;no;Ventilatormodus 6;MODBUS_INPUT_REGISTER;2169;1;%;u8;0;0;0
i02170;;;;;;;;;no;Ventilatormodus 7;MODBUS_INPUT_REGISTER;2170;1;%;u8;0;0;0
i02171;;;;;;;;;no;Ventilatormodus 8;MODBUS_INPUT_REGISTER;2171;1;%;u8;0;0;0
i02174;;;;;;;;;no;Blockierte Verdichter;MODBUS_INPUT_REGISTER;2174;1;;u32;0;0;0
i02176;;;;;;;;;no;Istleistung;MODBUS_INPUT_REGISTER;2176;1;W;u32;0;0;0
i02178;;;;;;;;;no;Durchschn. Gesamtleistung (EME 20);MODBUS_INPUT_REGISTER;2178;100;kW;u32;0;0;0
i02180;;;;;;;;;no;Gesamtenergie;MODBUS_INPUT_REGISTER;2180;10;kWh;s32;0;0;0
i02195;;;;VVM;SYS;"{""0"": ""no alarm"", ""*"": ""active alarm"" }";;"0 - No alarm
1 - Active alarm";yes;Alarm Klasse 1;MODBUS_INPUT_REGISTER;2195;1;;u8;0;0;0
i02196;;;;VVM;BW;"{""0"": ""heating"", ""1"": ""hot water"" }";;"0 - heating
1 - hot water";yes;Umschaltventil Brauchwasser (QN10);MODBUS_INPUT_REGISTER;2196;1;;u8;0;0;0
i02243;;;;;;;;;no;id:13796;MODBUS_INPUT_REGISTER;2243;1;;u8;0;0;0
i02244;;;;;;;;;no;id:13797;MODBUS_INPUT_REGISTER;2244;1;;u8;0;0;0
i02245;;;;;;;;;no;id:13798;MODBUS_INPUT_REGISTER;2245;1;;u8;0;0;0
i02246;;;;;;;;;no;id:13799;MODBUS_INPUT_REGISTER;2246;1;;u8;0;0;0
i02247;;;;;;;;;no;id:13800;MODBUS_INPUT_REGISTER;2247;1;;u8;0;0;0
i02248;;;;;;;;;no;id:13801;MODBUS_INPUT_REGISTER;2248;1;;u8;0;0;0
i02249;;;;;;;;;no;id:13802;MODBUS_INPUT_REGISTER;2249;1;;u8;0;0;0
i02250;;;;;;;;;no;id:13803;MODBUS_INPUT_REGISTER;2250;1;;u8;0;0;0
i02283;;;;ENERGY;HZ;;;;yes;Energieprotokoll – Erzeugte Energie für Heizung in der letzten Stunde;MODBUS_INPUT_REGISTER;2283;100;kWh;u32;0;0;0
i02285;;;;ENERGY;BW;;;;yes;Energieprotokoll – Erzeugte Energie für Brauchwasser in der letzten Stunde;MODBUS_INPUT_REGISTER;2285;100;kWh;u32;0;0;0
i02291;;;;ENERGY;HZ;;;;yes;Energieprotokoll – Energieverbrauch für Heizung in der letzten Stunde;MODBUS_INPUT_REGISTER;2291;100;kWh;u32;0;0;0
i02293;;;;ENERGY;BW;;;;yes;Energieprotokoll – Energieverbrauch für Brauchwasser in der letzten Stunde;MODBUS_INPUT_REGISTER;2293;100;kWh;u32;0;0;0
i02299;;;;ENERGY;HZ;;;;yes;Energieprotokoll – Energieverbrauch der Zusatzheizung für Heizung in der letzten Stunde;MODBUS_INPUT_REGISTER;2299;100;kWh;u32;0;0;0
i02301;;;;ENERGY;BW;;;;yes;Energieprotokoll – Energieverbrauch der Zusatzheizung für Brauchwasser in der letzten Stunde;MODBUS_INPUT_REGISTER;2301;100;kWh;u32;0;0;0
i02305;;;;ENERGY;SYS;;;;yes;Energieprotokoll – Tatsächlicher Energieverbrauch;MODBUS_INPUT_REGISTER;2305;100;kWh;u32;0;0;0
i02335;;;;;;;;;no;Verdichter Gesamtzeit Energiespeicherung, Haupteinheit (EP14);MODBUS_INPUT_REGISTER;2335;1;h;u32;0;2147483647;0
i02337;;;;;;;;;no;Verdichter Gesamtzeit Energiespeicherung, Haupteinheit (EP15);MODBUS_INPUT_REGISTER;2337;1;h;u32;0;2147483647;0
i02339;;;;;;;;;no;Verdichter Gesamtzeit Energiespeicherung, Wärmepumpe 1 (EP14);MODBUS_INPUT_REGISTER;2339;1;h;u32;0;2147483647;0
i02341;;;;;;;;;no;Verdichter Gesamtzeit Energiespeicherung, Wärmepumpe 1 (EP15);MODBUS_INPUT_REGISTER;2341;1;h;u32;0;2147483647;0
i02375;;;;;;;;;no;id:26793;MODBUS_INPUT_REGISTER;2375;1;;u8;0;7;7
i02376;;;;;;;;;no;id:26794;MODBUS_INPUT_REGISTER;2376;1;;u8;0;7;7
i02377;;;;;;;;;no;id:26795;MODBUS_INPUT_REGISTER;2377;1;;u8;0;7;7
i02378;;;;;;;;;no;id:26796;MODBUS_INPUT_REGISTER;2378;1;;u8;0;7;7
i02379;;;;;;;;;no;id:26797;MODBUS_INPUT_REGISTER;2379;1;;u8;0;7;7
i02380;;;;;;;;;no;id:26798;MODBUS_INPUT_REGISTER;2380;1;;u8;0;7;7
i02381;;;;;;;;;no;id:26799;MODBUS_INPUT_REGISTER;2381;1;;u8;0;7;7
i02382;;;;;;;;;no;id:26800;MODBUS_INPUT_REGISTER;2382;1;;u8;0;7;7
i02383;;;;;;;;;no;id:26801;MODBUS_INPUT_REGISTER;2383;1;;u8;0;7;7
i02384;;;;;;;;;no;id:26802;MODBUS_INPUT_REGISTER;2384;1;;u8;0;7;7
i02385;;;;;;;;;no;id:26803;MODBUS_INPUT_REGISTER;2385;1;;u8;0;7;7
i02386;;;;;;;;;no;id:26804;MODBUS_INPUT_REGISTER;2386;1;;u8;0;7;7
i02387;;;;;;;;;no;id:26805;MODBUS_INPUT_REGISTER;2387;1;;u8;0;7;7
i02388;;;;;;;;;no;id:26806;MODBUS_INPUT_REGISTER;2388;1;;u8;0;7;7
i02389;;;;;;;;;no;id:26807;MODBUS_INPUT_REGISTER;2389;1;;u8;0;7;7
i02390;;;;;;;;;no;id:26808;MODBUS_INPUT_REGISTER;2390;1;;u8;0;7;7
i02391;;;;;;;;;no;id:26809;MODBUS_INPUT_REGISTER;2391;1;;u8;0;7;7
i02392;;;;;;;;;no;id:26810;MODBUS_INPUT_REGISTER;2392;1;;u8;0;7;7
i02393;;;;;;;;;no;id:26811;MODBUS_INPUT_REGISTER;2393;1;;u8;0;7;7
i02394;;;;;;;;;no;id:26812;MODBUS_INPUT_REGISTER;2394;1;;u8;0;7;7
i02395;;;;;;;;;no;id:26813;MODBUS_INPUT_REGISTER;2395;1;;u8;0;7;7
i02396;;;;;;;;;no;id:26814;MODBUS_INPUT_REGISTER;2396;1;;u8;0;7;7
i02397;;;;;;;;;no;id:26815;MODBUS_INPUT_REGISTER;2397;1;;u8;0;7;7
i02398;;;;;;;;;no;id:26816;MODBUS_INPUT_REGISTER;2398;1;;u8;0;7;7
i02399;;;;;;;;;no;id:7943;MODBUS_INPUT_REGISTER;2399;10;%;u16;0;0;0
i02400;;;;;;;;;no;id:7944;MODBUS_INPUT_REGISTER;2400;10;%;u16;0;0;0
i02401;;;;;;;;;no;id:7122;MODBUS_INPUT_REGISTER;2401;10;V;s8;0;0;0
i02402;;;;;;;;;no;id:7123;MODBUS_INPUT_REGISTER;2402;10;V;s8;0;0;0
i02403;;;;;;;;;no;id:7124;MODBUS_INPUT_REGISTER;2403;10;V;s8;0;0;0
i02404;;;;;;;;;no;id:7125;MODBUS_INPUT_REGISTER;2404;10;V;s8;0;0;0
i02405;;;;;;;;;no;id:7126;MODBUS_INPUT_REGISTER;2405;10;V;s8;0;0;0
i02406;;;;;;;;;no;id:7127;MODBUS_INPUT_REGISTER;2406;10;V;s8;0;0;0
i02407;;;;;;;;;no;id:7128;MODBUS_INPUT_REGISTER;2407;10;V;s8;0;0;0
i02408;;;;ENERGY;SYS;;;;yes;Energieprotokoll – Tatsächlicher Energieverbrauch, Komponenten;MODBUS_INPUT_REGISTER;2408;100;kWh;u32;0;0;0
i02413;;;;S2125;KWM;;;;yes;EEV Control Mode (EB101);MODBUS_INPUT_REGISTER;2413;1;;u8;0;0;0
i02421;;;;S2125;KWM;;;;yes;EEV State (EB101);MODBUS_INPUT_REGISTER;2421;1;;u8;0;0;0
i02437;;;;;;;;;no;id:27790;MODBUS_INPUT_REGISTER;2437;1;;u8;0;0;0
i02445;;;;;;;;;no;id:28034;MODBUS_INPUT_REGISTER;2445;10;°C;s16;0;0;0
i02446;;;;;;;;;no;id:28035;MODBUS_INPUT_REGISTER;2446;10;°C;s16;0;0;0
i02447;;;;;;;;;no;id:28036;MODBUS_INPUT_REGISTER;2447;10;°C;s16;0;0;0
i02448;;;;;;;;;no;id:28037;MODBUS_INPUT_REGISTER;2448;10;°C;s16;0;0;0
i02449;;;;;;;;;no;id:28038;MODBUS_INPUT_REGISTER;2449;10;°C;s16;0;0;0
i02450;;;;;;;;;no;id:28039;MODBUS_INPUT_REGISTER;2450;10;°C;s16;0;0;0
i02451;;;;;;;;;no;id:28040;MODBUS_INPUT_REGISTER;2451;10;°C;s16;0;0;0
i02452;;;;;;;;;no;id:28041;MODBUS_INPUT_REGISTER;2452;10;°C;s16;0;0;0
i02453;;;;;;;;;no;id:28042;MODBUS_INPUT_REGISTER;2453;10;°C;s16;0;0;0
i02726;;;;;;;;;no;id:21189;MODBUS_INPUT_REGISTER;2726;1;;u16;0;0;0
i02727;;;;;;;;;no;Istleistung;MODBUS_INPUT_REGISTER;2727;100;kW;u32;0;0;0
i03800;;;;;;;;;no;Heizkesseltemperatur (BT52);MODBUS_INPUT_REGISTER;3800;10;°C;s16;0;0;0
i05208;;;;;;;;;no;id:26694;MODBUS_INPUT_REGISTER;5208;1;;u8;0;0;0
i05209;;;;;;;;;no;id:26695;MODBUS_INPUT_REGISTER;5209;1;;u8;0;0;0
i05211;;;;;;;;;no;id:26697;MODBUS_INPUT_REGISTER;5211;1;;u8;0;0;0
i05212;;;;;;;;;no;id:26698;MODBUS_INPUT_REGISTER;5212;1;;u8;0;0;0
i05213;;;;;;;;;no;id:26699;MODBUS_INPUT_REGISTER;5213;1;;u8;0;0;0
i05986;;;;;;;;;no;id:29970;MODBUS_INPUT_REGISTER;5986;1;;u8;0;0;0
h00000;;;;;;;;;no;Temperatur Überlastung Pool;MODBUS_HOLDING_REGISTER;0;1;°C;u8;1;50;1
h00011;X;;;VVM;GM;;;;yes;Gradminuten;MODBUS_HOLDING_REGISTER;11;10;GM;s32;-30000;30000;0
h00018;;;;VVM;GM;;;;yes;Begrenzung GM;MODBUS_HOLDING_REGISTER;18;10;GM;s16;-30000;30000;0
h00019;;;;VVM;SYS;;;;yes;Urlaubsfunktion Status;MODBUS_HOLDING_REGISTER;19;1;;s8;0;0;0
h00020;;;;;;;;;no;Kühlgradminuten;MODBUS_HOLDING_REGISTER;20;10;GM;s16;-30000;30000;0
h00021;;;;;;;;;no;Kühlpumpe manuelle Drehzahl;MODBUS_HOLDING_REGISTER;21;1;%;u8;1;100;70
h00022;;;;;;;;;?;Alarm zurücksetzen;MODBUS_HOLDING_REGISTER;22;1;;u8;0;0;0
h00025;;;;VVM;HZ_FBH;;;;yes;Heizkurve Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;25;1;;s8;0;15;9
h00026;;;;VVM;HZ_HK;;;;yes;Heizkurve Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;26;1;;s8;0;15;9
h00029;;;;VVM;HZ_FBH;;;;yes;Verschieb. Heizkurve Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;29;1;;s8;-10;10;0
h00030;;;;VVM;HZ_HK;;;;yes;Verschieb. Heizkurve Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;30;1;;s8;-10;10;0
h00033;;;;VVM;HZ_FBH;;;;yes;Niedrigster Vorlauf Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;33;10;°C;s16;50;800;200
h00034;;;;VVM;HZ_HK;;;;yes;Niedrigster Vorlauf Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;34;10;°C;s16;50;800;200
h00037;;;;VVM;HZ_FBH;;;;yes;Höchster Vorlauf Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;37;10;°C;s16;50;800;600
h00038;;;;VVM;HZ_HK;;;;yes;Höchster Vorlauf Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;38;10;°C;s16;50;800;600
h00039;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P7;MODBUS_HOLDING_REGISTER;39;1;°C;s8;5;80;15
h00040;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P6;MODBUS_HOLDING_REGISTER;40;1;°C;s8;5;80;15
h00041;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P5;MODBUS_HOLDING_REGISTER;41;1;°C;s8;5;80;26
h00042;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P4;MODBUS_HOLDING_REGISTER;42;1;°C;s8;5;80;32
h00043;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P3;MODBUS_HOLDING_REGISTER;43;1;°C;s8;5;80;35
h00044;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P2;MODBUS_HOLDING_REGISTER;44;1;°C;s8;5;80;40
h00045;;;X;VVM;HZ;;;;yes;Eigene Kurve, Heizung P1;MODBUS_HOLDING_REGISTER;45;1;°C;s8;5;80;45
h00046;;;;VVM;AUSSEN;;;;yes;Punktverschiebung Außenlufttemperatur;MODBUS_HOLDING_REGISTER;46;1;°C;s8;-40;30;0
h00047;;;;VVM;SYS;;;;yes;Punktverschiebung;MODBUS_HOLDING_REGISTER;47;1;°C;s8;-10;10;0
h00050;;;;;;;;;no;Externe Justierung Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;50;1;;s8;-10;10;0
h00051;;;;;;;;;no;Externe Justierung Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;51;1;;s8;-10;10;0
h00054;;;;;;;;;no;Externe Justierung mit Raumfühler Klimatisierungssystem 2;MODBUS_HOLDING_REGISTER;54;10;°C;s16;50;300;200
h00055;;;;;;;;;no;Externe Justierung mit Raumfühler Klimatisierungssystem 1;MODBUS_HOLDING_REGISTER;55;10;°C;s16;50;300;200
h00056;;;;VVM;BW;"{""0"": ""small"", ""1"": ""medium"", ""2"": ""large"", ""3"": ""not in use"", ""4"": ""smart control"" }";;"0 - small
1 - medium
2 - large
3 - not in use
4 - smart control";yes;Brauchwasser Bedarfsmodus;MODBUS_HOLDING_REGISTER;56;1;;s8;0;4;1
h00058;;;;VVM;BW;;;;yes;Starttemperatur BW hohe Temperatur;MODBUS_HOLDING_REGISTER;58;10;°C;s16;50;700;530
h00059;;;;VVM;BW;;;;yes;Starttemperatur BW normale Temperatur;MODBUS_HOLDING_REGISTER;59;10;°C;s16;50;700;480
h00060;;;;VVM;BW;;;;yes;Starttemperatur BW niedrige Temperatur;MODBUS_HOLDING_REGISTER;60;10;°C;s16;50;700;430
h00061;;;;VVM;BW;;;;yes;Stopptemperatur BW periodische Erhöhung;MODBUS_HOLDING_REGISTER;61;10;°C;s16;550;700;550
h00062;;;;VVM;BW;;;;yes;Stopptemperatur BW hohe Temperatur;MODBUS_HOLDING_REGISTER;62;10;°C;s16;50;700;550
h00063;;;;VVM;BW;;;;yes;Stopptemperatur BW normale Temperatur;MODBUS_HOLDING_REGISTER;63;10;°C;s16;50;700;510
h00064;;;;VVM;BW;;;;yes;Stopptemperatur BW niedrige Temperatur;MODBUS_HOLDING_REGISTER;64;10;°C;s16;50;700;480
h00065;;;;VVM;BW;;;;yes;Periodisches Brauchwasser;MODBUS_HOLDING_REGISTER;65;1;;s8;0;1;1
h00066;;;;VVM;BW;;;;yes;Periodisches Brauchwasser-Intervall;MODBUS_HOLDING_REGISTER;66;1;Tage;s8;1;90;7
h00067;;;;;;;;;no;Startzeit periodisches BW;MODBUS_HOLDING_REGISTER;67;1;;-;-;-;-
h00069;;;;VVM;SYS;;;;yes;Stillstandszeit;MODBUS_HOLDING_REGISTER;69;1;min;s8;0;60;0
h00091;;;X;VVM;SYS;;;;yes;Sprache;MODBUS_HOLDING_REGISTER;91;1;;s8;0;24;0
h00092;;;;VVM;BW;;;;yes;Periodenzeit Brauchwasser;MODBUS_HOLDING_REGISTER;92;1;min;u8;0;180;30
h00093;;;;VVM;HZ;;;;yes;Periodenzeit Heizung;MODBUS_HOLDING_REGISTER;93;1;min;u8;0;180;30
h00095;;;;VVM;SYS;;;;yes;Betriebsmodus HU-Pumpe;MODBUS_HOLDING_REGISTER;95;1;;u8;10;40;40
h00097;;;;VVM;GM;;;;yes;GM Erwärmung starten;MODBUS_HOLDING_REGISTER;97;1;GM;s16;-1000;-30;-60
h00100;;;;VVM;GM;;;;yes;GM zwischen ZH-Stufen;MODBUS_HOLDING_REGISTER;100;1;GM;s16;10;1000;100
h00102;;;;VVM;iZH;;;;yes;Max. interne Zusatzheizung;MODBUS_HOLDING_REGISTER;102;100;kW;s16;0;4500;900
h00103;;;X;ENERGY;HAUS;;;;yes;Sicherung;MODBUS_HOLDING_REGISTER;103;1;A;u16;1;400;16
